价格：¥5999.00   型号：宏碁（acer）暗影骑士 VN7 V Nitro 15.6英寸游戏本（i5-4210H 8G 1T GTX860M 2G独显 Win8.1 1920*1080）   商品链接：http://item.jd.com/1312122.html   评论数：330
价格：¥5099.00   型号：微星（msi）GP60 2QF-864XCN 15.6英寸游戏笔记本电脑 (i5-4210H 4G 1TB 7200转 GTX950M 2G)灰色   商品链接：http://item.jd.com/1387461.html   评论数：477
价格：¥2899.00   型号：戴尔（DELL） Ins14L-1328B 灵越14英寸22.4mm轻薄笔记本电脑（i3-4005U 4G 500G R5 M240 2G独显 Win8）黑   商品链接：http://item.jd.com/1172843.html   评论数：1576
价格：¥3699.00   型号：华硕（ASUS）经典系列R557LI 15.6英寸笔记本电脑（i5-5200U 8G 7200转500G 2G独显 D刻 蓝牙 Win8.1 黑色）   商品链接：http://item.jd.com/1609046.html   评论数：112
价格：¥9999.00   型号：雷神（ThundeRobot）911-T1a 15.6英寸游戏本（i7-4720HQ 16G 128GSSD+1T GTX970M 3G windows IPS屏）橙   商品链接：http://item.jd.com/1430553.html   评论数：103
价格：¥4399.00   型号：联想（ThinkPad）轻薄系列E450C(20EHA001CD) 14英寸笔记本电脑 (i5-4210U 8G 500G 2G独显 win8.1)   商品链接：http://item.jd.com/1330445.html   评论数：1184
价格：¥21999.00   型号：外星人（Alienware）ALW17ER-1728 17.3英寸游戏本（i7-4710HQ 16G 1TB+512G SSD GTX 980M 4G独显 Win8）   商品链接：http://item.jd.com/1334571.html   评论数：84
价格：¥5999.00   型号：神舟（HASEE）战神Z6-i78154R2 15.6英寸游戏本(i7-4720HQ 8G 1TB+128G GTX960M 2G GDDR5 背光 1080P)红色   商品链接：http://item.jd.com/1544924.html   评论数：101
价格：¥2599.00   型号：三星（SAMSUNG）455R4J-X02 14英寸超薄本（四核A4-6210 4G 500G 2G独显 WIN8.1 蓝牙4.0)象牙白   商品链接：http://item.jd.com/1120306.html   评论数：1452
价格：¥4199.00   型号：神舟（HASEE） 战神K650D-i5 D2 15.6英寸游戏本(i5-4210M 4G 500G GTX950M 2G独显 1080P IPS雾面屏)灰色   商品链接：http://item.jd.com/1358796.html   评论数：1149
价格：¥2959.00   型号：三星（SAMSUNG）270E5J-X01 15.6英寸笔记本电脑 （i3-4005U 4G 500G DVD刻录 2G独显 WIN8.1 蓝牙）曜月黑   商品链接：http://item.jd.com/1208947.html   评论数：1700
价格：¥5699.00   型号：戴尔（DELL）游匣Ins14P-2648B 灵越14英寸游戏本（i5-4200H 4G 500G 1080p GTX850M 4G独显 Win8）黑   商品链接：http://item.jd.com/1211913.html   评论数：787
价格：¥5899.00   型号：华硕（ASUS）飞行堡垒系列FX50JK 15.6英寸游戏本（i7-4710HQ 4G 7200转1TB GTX850M 4G独显 FHD Win8.1）   商品链接：http://item.jd.com/1232518.html   评论数：3268
